Image Name,Bounding Box coordinates,,,,Image class
06215.jpg,131,532,2152,1327,50
06216.jpg,16,74,283,189,98
06217.jpg,202,71,1086,705,41
06218.jpg,35,42,194,105,80
06219.jpg,19,68,603,439,128
06220.jpg,3,43,259,178,82
06221.jpg,60,102,759,418,104
06222.jpg,2,112,552,372,43
06223.jpg,12,32,466,225,117
06224.jpg,313,367,1333,901,17
06225.jpg,47,68,1179,513,47
06226.jpg,155,651,1970,1328,36
06227.jpg,32,111,630,431,14
06228.jpg,48,58,605,373,106
06229.jpg,51,134,594,416,23
06230.jpg,40,244,1144,637,21
06231.jpg,20,82,399,294,78
06232.jpg,18,332,1105,810,163
06233.jpg,6,31,256,128,41
06234.jpg,37,43,217,178,34
06235.jpg,66,70,872,501,182
06236.jpg,27,119,625,462,23
06237.jpg,169,165,707,501,105
06238.jpg,29,86,603,388,144
06239.jpg,15,65,441,258,10
06240.jpg,1,5,639,480,179
06241.jpg,14,42,613,384,135
06242.jpg,45,56,580,347,123
06243.jpg,18,25,230,178,65
06244.jpg,118,402,1011,733,6
06245.jpg,58,87,561,400,82
06246.jpg,33,120,514,471,125
06247.jpg,115,112,1471,1087,183
06248.jpg,68,56,352,213,90
06249.jpg,31,98,371,245,25
06250.jpg,36,21,639,480,166
06251.jpg,21,20,281,167,152
06252.jpg,10,14,394,252,32
06253.jpg,139,371,1954,1241,62
06254.jpg,134,269,664,546,47
06255.jpg,26,41,521,287,116
06256.jpg,3,18,295,159,122
06257.jpg,42,111,521,409,163
06258.jpg,31,17,621,445,149
06259.jpg,60,183,502,532,168
06260.jpg,12,12,787,498,194
06261.jpg,3,181,601,413,87
06262.jpg,6,20,123,88,1
06263.jpg,12,23,245,183,125
06264.jpg,109,118,550,304,105
06265.jpg,78,123,435,283,26
06266.jpg,43,93,612,401,127
06267.jpg,14,60,308,134,103
06268.jpg,1,99,591,400,74
06269.jpg,337,375,1116,745,7
06270.jpg,7,53,386,250,56
06271.jpg,15,35,261,147,88
06272.jpg,20,53,992,667,183
06273.jpg,16,29,480,283,73
06274.jpg,27,45,284,155,128
06275.jpg,86,63,509,317,144
06276.jpg,49,82,965,706,159
06277.jpg,26,21,253,156,19
06278.jpg,20,43,461,329,37
06279.jpg,39,123,615,353,126
06280.jpg,26,17,396,257,92
06281.jpg,66,33,960,613,173
06282.jpg,64,207,907,483,152
06283.jpg,33,51,609,397,113
06284.jpg,7,41,83,64,57
06285.jpg,30,68,366,215,190
06286.jpg,73,301,642,538,193
06287.jpg,54,53,572,356,176
06288.jpg,76,97,971,685,135
06289.jpg,37,7,351,250,100
06290.jpg,8,53,247,137,107
06291.jpg,12,50,196,130,18
06292.jpg,36,185,990,629,5
06293.jpg,49,37,613,428,113
06294.jpg,105,412,1163,816,163
06295.jpg,68,72,424,230,53
06296.jpg,24,38,246,172,5
06297.jpg,4,21,204,121,88
06298.jpg,76,379,1392,843,30
06299.jpg,8,40,247,156,31
06300.jpg,135,159,459,327,173
06301.jpg,180,284,866,572,156
06302.jpg,24,341,1001,696,4
06303.jpg,339,447,1213,699,105
06304.jpg,4,19,470,222,150
06305.jpg,41,60,410,295,54
06306.jpg,6,127,483,298,98
06307.jpg,72,98,565,404,58
06308.jpg,39,188,332,342,37
06309.jpg,25,55,456,279,7
06310.jpg,26,295,1003,727,107
06311.jpg,52,238,1710,1188,145
06312.jpg,39,59,416,322,95
06313.jpg,7,74,292,200,5
06314.jpg,11,75,490,326,56
06315.jpg,27,113,614,369,149
06316.jpg,31,52,291,192,83
06317.jpg,22,45,279,169,31
06318.jpg,36,125,576,479,153
06319.jpg,9,23,293,166,95
06320.jpg,45,23,306,245,88
06321.jpg,45,217,741,499,68
06322.jpg,28,55,270,170,138
06323.jpg,24,102,529,354,97
06324.jpg,20,64,614,396,108
06325.jpg,17,17,279,195,131
06326.jpg,55,88,540,325,41
06327.jpg,127,123,503,299,98
06328.jpg,15,14,278,171,3
06329.jpg,183,191,364,317,163
06330.jpg,31,73,792,429,123
06331.jpg,252,19,494,298,147
06332.jpg,43,512,1994,1399,76
06333.jpg,80,81,575,393,85
06334.jpg,192,63,618,415,92
06335.jpg,27,38,262,152,19
06336.jpg,14,33,288,144,121
06337.jpg,36,23,554,323,122
06338.jpg,6,48,249,168,174
06339.jpg,2,103,633,444,87
06340.jpg,136,124,1084,707,193
06341.jpg,57,173,527,379,153
06342.jpg,112,129,887,478,177
06343.jpg,75,174,487,504,191
06344.jpg,45,35,639,403,23
06345.jpg,10,67,528,352,52
06346.jpg,46,51,457,261,78
06347.jpg,37,235,921,640,134
06348.jpg,1,26,570,336,168
06349.jpg,30,17,620,425,149
06350.jpg,9,102,573,397,98
06351.jpg,3,10,1182,881,132
06352.jpg,74,180,543,433,161
06353.jpg,6,59,447,310,83
06354.jpg,97,32,984,585,58
06355.jpg,30,114,867,413,56
06356.jpg,23,64,274,195,74
06357.jpg,1,37,300,237,71
06358.jpg,26,23,379,269,46
06359.jpg,1,43,1278,806,91
06360.jpg,4,2,106,82,88
06361.jpg,16,46,622,282,66
06362.jpg,2,19,104,60,18
06363.jpg,51,61,534,355,125
06364.jpg,31,63,192,136,161
06365.jpg,13,32,785,464,172
06366.jpg,29,211,619,410,57
06367.jpg,10,80,576,317,185
06368.jpg,53,30,538,265,134
06369.jpg,1,47,279,149,44
06370.jpg,12,39,790,488,154
06371.jpg,242,544,1315,1006,179
06372.jpg,76,59,218,157,56
06373.jpg,73,38,512,374,196
06374.jpg,44,21,420,210,181
06375.jpg,3,21,558,378,9
06376.jpg,8,91,600,408,126
06377.jpg,6,49,709,475,49
06378.jpg,9,70,471,346,53
06379.jpg,209,407,1863,1277,144
06380.jpg,27,22,581,325,160
06381.jpg,24,122,631,411,9
06382.jpg,21,45,557,273,117
06383.jpg,35,111,932,599,97
06384.jpg,27,131,560,350,101
06385.jpg,65,71,590,441,109
06386.jpg,4,106,494,274,55
06387.jpg,53,161,470,322,28
06388.jpg,52,35,246,174,5
06389.jpg,2,50,531,241,141
06390.jpg,81,107,660,431,189
06391.jpg,57,354,967,635,112
06392.jpg,28,83,557,317,45
06393.jpg,169,255,2492,1244,170
06394.jpg,46,59,438,325,141
06395.jpg,54,97,448,278,39
06396.jpg,23,81,606,423,54
06397.jpg,72,13,1021,610,179
06398.jpg,80,172,951,627,126
06399.jpg,10,117,456,330,161
06400.jpg,18,57,247,144,143
06401.jpg,16,433,1585,1072,102
06402.jpg,42,105,581,433,113
06403.jpg,38,72,627,423,133
06404.jpg,12,86,478,305,124
06405.jpg,36,91,601,383,39
06406.jpg,1,1,1484,900,3
06407.jpg,34,41,624,411,125
06408.jpg,42,95,370,229,139
06409.jpg,14,54,453,197,185
06410.jpg,50,80,223,167,80
06411.jpg,2,30,257,168,38
06412.jpg,8,20,191,99,143
06413.jpg,61,93,755,290,152
06414.jpg,34,45,562,345,120
06415.jpg,44,318,976,640,171
06416.jpg,65,15,468,264,188
06417.jpg,105,156,946,536,144
06418.jpg,8,175,793,547,162
06419.jpg,26,16,244,164,109
06420.jpg,38,97,460,316,110
06421.jpg,85,141,588,348,161
06422.jpg,37,93,608,404,4
06423.jpg,31,46,427,255,177
06424.jpg,61,58,420,290,93
06425.jpg,13,99,631,425,138
06426.jpg,68,167,437,325,34
06427.jpg,148,47,547,340,182
06428.jpg,79,132,548,378,108
06429.jpg,20,132,513,365,146
06430.jpg,32,18,232,173,181
06431.jpg,8,195,626,435,48
06432.jpg,41,114,975,670,19
06433.jpg,257,352,1332,840,11
06434.jpg,121,90,838,513,187
06435.jpg,126,80,588,326,148
06436.jpg,9,111,388,258,139
06437.jpg,47,23,585,480,119
06438.jpg,52,105,612,327,72
06439.jpg,309,199,1152,522,144
06440.jpg,18,135,468,314,181
06441.jpg,8,15,253,165,76
06442.jpg,42,69,477,289,193
06443.jpg,34,90,452,352,31
06444.jpg,61,118,581,347,67
06445.jpg,36,122,615,348,114
06446.jpg,13,22,886,556,122
06447.jpg,11,174,967,575,76
06448.jpg,33,19,347,199,88
06449.jpg,29,27,210,112,151
06450.jpg,7,49,255,173,13
06451.jpg,17,72,602,386,165
06452.jpg,645,281,3464,2572,145
06453.jpg,28,175,898,551,10
06454.jpg,95,86,900,599,138
06455.jpg,197,97,575,346,132
06456.jpg,3,53,419,259,69
06457.jpg,120,134,1060,660,45
06458.jpg,65,156,827,447,29
06459.jpg,19,68,606,384,68
06460.jpg,95,35,553,390,89
06461.jpg,69,59,582,434,94
06462.jpg,74,61,584,420,192
06463.jpg,27,32,252,168,113
06464.jpg,5,103,1019,690,113
06465.jpg,43,43,221,169,196
06466.jpg,16,181,992,531,75
06467.jpg,112,149,921,610,46
06468.jpg,21,77,262,167,84
06469.jpg,6,24,254,155,67
06470.jpg,27,79,629,375,119
06471.jpg,35,75,216,179,195
06472.jpg,72,14,463,316,166
06473.jpg,72,69,730,437,158
06474.jpg,96,81,572,400,140
06475.jpg,56,157,590,422,23
06476.jpg,6,32,250,191,131
06477.jpg,44,40,262,184,83
06478.jpg,84,120,560,367,99
06479.jpg,109,118,1456,1150,178
06480.jpg,92,45,534,267,7
06481.jpg,84,76,602,414,119
06482.jpg,193,197,1023,751,167
06483.jpg,20,24,636,295,139
06484.jpg,1,11,92,47,123
06485.jpg,74,106,483,319,10
06486.jpg,2,38,323,293,29
06487.jpg,24,32,609,397,133
06488.jpg,27,172,536,335,97
06489.jpg,190,221,638,419,182
06490.jpg,55,93,608,447,77
06491.jpg,6,66,409,278,119
06492.jpg,35,85,996,626,176
06493.jpg,17,95,398,301,128
06494.jpg,349,402,1122,817,101
06495.jpg,9,15,246,186,109
06496.jpg,43,95,585,422,187
06497.jpg,8,95,618,388,126
06498.jpg,39,91,380,234,36
06499.jpg,96,187,566,357,114
06500.jpg,45,168,535,358,135
06501.jpg,109,89,467,280,104
06502.jpg,9,24,134,102,70
06503.jpg,64,109,395,274,80
06504.jpg,230,218,864,498,161
06505.jpg,2,64,264,198,44
06506.jpg,71,70,418,311,84
06507.jpg,42,66,461,272,139
06508.jpg,157,1187,1491,2055,58
06509.jpg,1,14,275,171,22
06510.jpg,89,1,342,261,150
06511.jpg,8,26,269,116,82
06512.jpg,22,79,407,243,67
06513.jpg,24,76,399,288,65
06514.jpg,13,103,499,281,54
06515.jpg,1,1,639,480,12
06516.jpg,18,84,478,307,3
06517.jpg,115,54,666,425,169
06518.jpg,133,431,1962,1072,7
06519.jpg,165,151,1480,1292,170
06520.jpg,6,53,448,263,44
06521.jpg,39,93,540,229,103
06522.jpg,29,72,982,674,132
06523.jpg,86,77,423,257,175
06524.jpg,11,158,1012,663,171
06525.jpg,135,73,609,365,73
06526.jpg,62,81,467,318,150
06527.jpg,45,71,465,335,138
06528.jpg,51,95,625,472,54
06529.jpg,91,74,509,240,11
06530.jpg,72,73,316,217,8
06531.jpg,12,7,252,182,39
06532.jpg,255,528,1451,1084,170
06533.jpg,12,83,627,465,127
06534.jpg,21,30,463,244,78
06535.jpg,59,94,477,332,73
06536.jpg,22,30,383,181,21
06537.jpg,11,7,265,176,69
06538.jpg,19,126,598,421,6
06539.jpg,28,41,265,198,9
06540.jpg,42,120,591,438,119
06541.jpg,32,61,628,398,69
06542.jpg,33,195,990,590,164
06543.jpg,16,39,228,163,162
06544.jpg,18,154,756,426,112
06545.jpg,38,89,379,281,21
06546.jpg,69,166,760,391,22
06547.jpg,27,153,620,471,70
06548.jpg,63,87,575,440,89
06549.jpg,10,137,579,411,43
06550.jpg,68,122,498,335,52
06551.jpg,15,18,788,417,83
06552.jpg,49,110,579,377,127
06553.jpg,25,106,608,414,19
06554.jpg,25,43,237,164,88
06555.jpg,124,177,567,429,149
06556.jpg,11,28,256,196,53
06557.jpg,18,26,260,138,27
06558.jpg,179,549,1004,879,102
06559.jpg,21,42,453,329,32
06560.jpg,41,59,785,431,194
06561.jpg,83,119,510,392,190
06562.jpg,23,118,608,349,138
06563.jpg,4,51,422,314,71
06564.jpg,22,32,297,188,90
06565.jpg,8,95,430,364,24
06566.jpg,53,121,551,423,53
06567.jpg,26,58,587,397,59
06568.jpg,1,43,128,91,17
06569.jpg,1,87,398,257,142
06570.jpg,99,346,1421,951,13
06571.jpg,20,16,449,300,2
06572.jpg,18,86,631,401,177
06573.jpg,153,412,1806,1080,189
06574.jpg,84,46,512,365,28
06575.jpg,64,70,452,366,47
06576.jpg,64,347,629,577,184
06577.jpg,33,86,614,396,65
06578.jpg,31,15,378,185,125
06579.jpg,15,20,630,477,64
06580.jpg,21,131,628,305,175
06581.jpg,51,147,588,422,22
06582.jpg,74,55,671,388,129
06583.jpg,77,128,1211,711,40
06584.jpg,20,37,480,316,122
06585.jpg,2,9,231,163,190
06586.jpg,44,62,555,294,14
06587.jpg,25,53,238,167,53
06588.jpg,60,129,604,377,51
06589.jpg,121,409,1146,779,55
06590.jpg,137,38,574,371,76
06591.jpg,38,43,225,156,106
06592.jpg,3,30,295,192,70
06593.jpg,112,190,697,483,25
06594.jpg,22,46,643,311,105
06595.jpg,27,34,250,160,83
06596.jpg,5,22,257,159,83
06597.jpg,9,34,240,150,108
06598.jpg,15,43,346,236,33
06599.jpg,81,83,1524,851,92
06600.jpg,29,6,271,168,14
06601.jpg,8,11,194,122,125
06602.jpg,7,1,1597,1207,183
06603.jpg,39,127,595,360,7
06604.jpg,151,442,1950,1100,169
06605.jpg,10,8,747,582,32
06606.jpg,57,147,563,413,152
06607.jpg,124,130,372,269,127
06608.jpg,58,82,1231,789,196
06609.jpg,15,24,234,167,111
06610.jpg,3,3,200,114,18
06611.jpg,8,19,266,179,54
06612.jpg,17,17,249,140,72
06613.jpg,1,199,1492,885,112
06614.jpg,39,29,470,286,4
06615.jpg,11,210,1011,600,112
06616.jpg,32,36,437,272,23
06617.jpg,195,147,838,583,144
06618.jpg,21,164,607,359,61
06619.jpg,26,80,630,458,115
06620.jpg,73,1,412,210,32
06621.jpg,54,92,471,334,145
06622.jpg,36,37,231,198,175
06623.jpg,143,181,984,663,124
06624.jpg,23,134,619,349,2
06625.jpg,52,171,970,563,105
06626.jpg,8,8,234,143,119
06627.jpg,78,143,596,423,115
06628.jpg,94,281,2952,1412,59
06629.jpg,59,42,231,173,109
06630.jpg,19,30,246,154,51
06631.jpg,57,297,757,639,170
06632.jpg,7,7,342,219,195
06633.jpg,24,60,382,292,35
06634.jpg,26,39,252,155,174
06635.jpg,44,96,621,360,44
06636.jpg,49,22,548,358,41
06637.jpg,1,133,400,285,151
06638.jpg,31,5,1247,799,183
06639.jpg,64,59,948,675,147
06640.jpg,12,21,258,161,69
06641.jpg,47,83,380,293,153
06642.jpg,25,14,484,303,121
06643.jpg,106,89,606,425,64
06644.jpg,338,82,1133,733,7
06645.jpg,48,161,725,450,49
06646.jpg,35,41,187,108,16
06647.jpg,12,7,289,232,71
06648.jpg,21,195,588,478,101
06649.jpg,15,70,480,290,108
06650.jpg,5,3,284,129,76
06651.jpg,51,87,573,355,94
06652.jpg,207,454,1766,1100,150
06653.jpg,82,47,565,358,39
06654.jpg,96,8,401,328,166
06655.jpg,52,28,269,210,143
06656.jpg,98,2,554,422,168
06657.jpg,28,67,555,334,81
06658.jpg,13,51,461,336,188
06659.jpg,2,73,635,477,146
06660.jpg,46,86,557,287,6
06661.jpg,103,70,934,688,164
06662.jpg,90,112,681,486,32
06663.jpg,99,114,969,683,32
06664.jpg,62,117,465,250,18
06665.jpg,80,142,567,366,49
06666.jpg,14,117,617,383,79
06667.jpg,9,29,259,153,60
06668.jpg,49,34,751,501,166
06669.jpg,61,58,269,148,134
06670.jpg,17,49,536,302,106
06671.jpg,4,76,583,326,158
06672.jpg,60,51,622,424,181
06673.jpg,33,55,531,414,189
06674.jpg,76,178,353,328,188
06675.jpg,204,410,986,730,10
06676.jpg,41,4,275,192,32
06677.jpg,70,88,247,188,20
06678.jpg,7,149,897,556,21
06679.jpg,60,45,594,428,147
06680.jpg,416,420,988,777,132
06681.jpg,3,9,249,144,142
06682.jpg,135,81,375,230,118
06683.jpg,13,98,287,198,9
06684.jpg,37,171,1052,472,57
06685.jpg,5,99,292,191,151
06686.jpg,44,275,1237,858,140
06687.jpg,24,117,468,364,96
06688.jpg,10,84,551,321,103
06689.jpg,316,432,1690,1458,185
06690.jpg,20,130,607,421,79
06691.jpg,3,22,149,110,90
06692.jpg,7,128,1003,688,71
06693.jpg,138,163,783,417,61
06694.jpg,55,61,480,257,98
06695.jpg,4,37,220,119,82
06696.jpg,42,75,382,273,30
06697.jpg,76,104,455,284,174
06698.jpg,33,57,255,162,165
06699.jpg,102,92,937,567,141
06700.jpg,23,31,790,395,147
06701.jpg,51,14,560,409,47
06702.jpg,103,7,549,278,50
06703.jpg,44,44,563,261,27
06704.jpg,172,137,501,358,25
06705.jpg,59,25,260,127,22
06706.jpg,93,153,807,472,177
06707.jpg,46,78,583,334,105
06708.jpg,106,168,752,512,12
06709.jpg,126,270,694,466,102
06710.jpg,39,328,754,567,175
06711.jpg,55,20,393,205,90
06712.jpg,40,84,959,700,36
06713.jpg,28,84,453,282,46
06714.jpg,80,51,650,409,33
06715.jpg,25,50,1608,843,53
06716.jpg,11,79,295,223,21
06717.jpg,167,54,610,551,166
06718.jpg,97,2,599,409,6
06719.jpg,21,42,563,248,47
06720.jpg,169,301,1489,991,125
06721.jpg,53,388,1236,729,151
06722.jpg,155,242,954,653,168
06723.jpg,252,217,536,392,116
06724.jpg,4,6,261,99,129
06725.jpg,267,128,1517,965,145
06726.jpg,82,174,994,640,66
06727.jpg,125,131,1529,977,170
06728.jpg,5,41,194,150,48
06729.jpg,292,232,857,509,41
06730.jpg,199,219,1369,781,187
06731.jpg,29,21,583,382,83
06732.jpg,26,31,681,412,147
06733.jpg,97,104,285,210,134
06734.jpg,66,349,643,545,26
06735.jpg,13,237,602,434,92
06736.jpg,21,64,289,171,148
06737.jpg,83,105,480,375,110
06738.jpg,38,59,597,452,80
06739.jpg,13,20,293,147,54
06740.jpg,47,51,611,432,166
06741.jpg,50,53,545,377,20
06742.jpg,6,15,315,142,76
06743.jpg,113,38,485,280,193
06744.jpg,5,36,239,140,92
06745.jpg,65,145,564,395,137
06746.jpg,18,44,443,314,113
06747.jpg,20,122,1009,667,72
06748.jpg,15,36,290,181,86
06749.jpg,68,87,909,631,121
06750.jpg,14,122,626,377,95
06751.jpg,8,80,250,184,3
06752.jpg,22,160,1360,739,27
06753.jpg,34,14,1005,658,147
06754.jpg,22,61,774,517,119
06755.jpg,32,59,469,298,135
06756.jpg,80,104,284,196,22
06757.jpg,10,143,539,334,56
06758.jpg,57,4,269,161,34
06759.jpg,176,89,1175,735,196
06760.jpg,15,50,385,295,115
06761.jpg,22,53,329,204,109
06762.jpg,23,24,237,177,82
06763.jpg,11,45,253,189,80
06764.jpg,54,77,609,402,137
06765.jpg,31,86,758,501,68
06766.jpg,2,95,318,183,158
06767.jpg,24,4,235,173,62
06768.jpg,49,293,1003,696,40
06769.jpg,68,183,549,349,179
06770.jpg,35,6,276,190,76
06771.jpg,35,105,598,351,10
06772.jpg,28,43,236,152,72
06773.jpg,24,22,559,371,139
06774.jpg,115,507,2457,1658,5
06775.jpg,129,38,326,114,106
06776.jpg,143,85,482,373,168
06777.jpg,109,359,1477,1082,183
06778.jpg,51,103,284,192,22
06779.jpg,40,40,569,306,60
06780.jpg,9,112,439,278,61
06781.jpg,9,39,272,156,44
06782.jpg,64,96,596,360,8
06783.jpg,163,229,1033,651,192
06784.jpg,1,66,619,339,3
06785.jpg,142,72,367,235,180
06786.jpg,60,79,576,401,128
06787.jpg,22,100,435,313,47
06788.jpg,28,46,263,183,108
06789.jpg,8,22,249,127,143
06790.jpg,14,111,788,388,82
06791.jpg,61,178,1240,1066,167
06792.jpg,74,166,619,430,39
06793.jpg,17,71,227,175,21
06794.jpg,152,46,1137,744,47
06795.jpg,26,375,1001,734,156
06796.jpg,57,88,361,293,90
06797.jpg,220,153,415,263,146
06798.jpg,39,46,1413,904,99
06799.jpg,72,114,1019,692,112
06800.jpg,9,51,293,165,42
06801.jpg,7,97,422,295,59
06802.jpg,10,130,477,273,67
06803.jpg,70,21,670,466,89
06804.jpg,42,39,589,437,85
06805.jpg,15,38,228,174,143
06806.jpg,50,173,579,375,126
06807.jpg,52,129,579,320,61
06808.jpg,132,109,870,513,149
06809.jpg,8,29,252,188,106
06810.jpg,13,45,294,171,72
06811.jpg,21,29,229,175,106
06812.jpg,59,133,955,688,133
06813.jpg,120,151,534,345,119
06814.jpg,37,32,747,505,106
06815.jpg,46,93,423,283,54
06816.jpg,10,24,254,158,3
06817.jpg,5,50,499,308,106
06818.jpg,17,40,245,153,136
06819.jpg,139,101,678,410,192
06820.jpg,2,3,541,479,166
06821.jpg,56,76,750,485,190
06822.jpg,22,186,975,652,148
06823.jpg,74,56,577,276,31
06824.jpg,21,52,638,340,110
06825.jpg,117,226,1404,1055,114
06826.jpg,70,77,479,241,22
06827.jpg,32,17,427,250,142
06828.jpg,8,50,242,129,92
06829.jpg,28,36,570,285,35
06830.jpg,15,155,486,323,20
06831.jpg,114,48,570,450,166
06832.jpg,1,239,1436,932,8
06833.jpg,3,23,132,98,1
06834.jpg,75,47,327,246,67
06835.jpg,63,76,551,321,182
06836.jpg,10,122,432,243,103
06837.jpg,259,730,1381,1117,164
06838.jpg,66,22,984,617,164
06839.jpg,34,53,270,139,2
06840.jpg,55,116,639,377,161
06841.jpg,13,46,291,165,177
06842.jpg,13,166,1005,638,135
06843.jpg,23,52,270,188,136
06844.jpg,34,49,872,430,178
06845.jpg,90,40,628,365,14
06846.jpg,80,82,831,572,138
06847.jpg,45,157,596,395,87
06848.jpg,2,24,255,138,74
06849.jpg,14,41,463,322,48
06850.jpg,101,314,894,612,5
06851.jpg,91,258,1079,825,145
06852.jpg,20,122,465,307,24
06853.jpg,61,39,206,160,121
06854.jpg,31,60,253,145,158
06855.jpg,45,89,988,612,145
06856.jpg,32,52,432,277,71
06857.jpg,17,27,207,98,14
06858.jpg,184,185,571,314,180
06859.jpg,40,98,595,377,12
06860.jpg,20,46,291,170,40
06861.jpg,43,135,756,420,162
06862.jpg,28,85,577,309,62
06863.jpg,69,191,722,430,50
06864.jpg,128,194,519,407,75
06865.jpg,40,48,287,191,148
06866.jpg,39,141,602,337,187
06867.jpg,13,93,880,511,185
06868.jpg,44,158,568,371,84
06869.jpg,17,17,236,170,15
06870.jpg,104,165,416,381,196
06871.jpg,34,28,171,104,18
06872.jpg,20,38,615,394,178
06873.jpg,1,3,224,95,18
06874.jpg,26,11,269,221,155
06875.jpg,10,22,488,280,125
06876.jpg,8,36,455,318,71
06877.jpg,27,33,608,381,139
06878.jpg,39,222,1021,587,114
06879.jpg,66,80,426,192,29
06880.jpg,11,8,575,314,72
06881.jpg,28,75,618,290,84
06882.jpg,95,105,917,592,79
06883.jpg,109,142,530,323,59
06884.jpg,79,139,447,317,155
06885.jpg,62,318,1455,803,30
06886.jpg,9,1,799,501,57
06887.jpg,6,529,737,945,101
06888.jpg,103,414,1643,1086,86
06889.jpg,44,126,613,429,182
06890.jpg,196,43,1372,1156,108
06891.jpg,31,10,718,323,29
06892.jpg,6,17,297,179,31
06893.jpg,29,179,623,438,115
06894.jpg,24,46,607,242,27
06895.jpg,147,737,1950,1430,154
06896.jpg,4,61,423,276,9
06897.jpg,11,22,394,178,162
06898.jpg,29,93,485,334,66
06899.jpg,135,135,865,613,148
06900.jpg,105,169,733,477,144
06901.jpg,55,16,499,280,82
06902.jpg,283,346,1357,877,55
06903.jpg,95,120,581,336,97
06904.jpg,26,36,302,221,12
06905.jpg,6,19,285,174,114
06906.jpg,37,229,563,429,10
06907.jpg,105,68,393,269,32
06908.jpg,37,32,337,240,146
06909.jpg,45,75,591,421,147
06910.jpg,213,138,588,390,101
06911.jpg,70,45,436,271,177
06912.jpg,25,44,626,420,115
06913.jpg,39,114,603,377,91
06914.jpg,100,145,590,308,20
06915.jpg,44,42,581,280,42
06916.jpg,54,95,603,376,25
06917.jpg,12,62,310,181,60
06918.jpg,104,227,1168,706,139
06919.jpg,26,102,633,389,30
06920.jpg,7,164,636,342,156
06921.jpg,12,58,248,150,9
06922.jpg,57,29,690,409,133
06923.jpg,16,72,452,216,55
06924.jpg,44,34,225,159,48
06925.jpg,25,34,588,254,60
06926.jpg,120,80,673,445,150
06927.jpg,44,178,564,402,178
06928.jpg,29,23,463,333,138
06929.jpg,7,31,294,214,110
06930.jpg,63,80,557,421,142
06931.jpg,46,120,675,343,87
06932.jpg,20,55,285,177,127
06933.jpg,47,39,751,337,145
06934.jpg,42,79,371,273,30
06935.jpg,21,107,484,273,193
06936.jpg,19,61,222,139,141
06937.jpg,14,180,1017,708,91
06938.jpg,23,108,613,355,79
06939.jpg,54,74,588,394,125
06940.jpg,31,74,689,411,76
06941.jpg,7,406,1492,1024,55
06942.jpg,216,214,816,447,134
06943.jpg,1,37,260,161,123
06944.jpg,22,82,988,533,79
06945.jpg,102,191,973,559,30
06946.jpg,17,48,234,154,70
06947.jpg,14,61,938,406,17
06948.jpg,78,13,556,419,94
06949.jpg,192,135,647,437,26
06950.jpg,59,291,963,640,167
06951.jpg,183,113,506,367,133
06952.jpg,7,10,206,115,41
06953.jpg,268,440,953,820,39
06954.jpg,96,33,687,264,20
06955.jpg,47,91,491,286,142
06956.jpg,42,64,267,195,23
06957.jpg,44,57,506,390,137
06958.jpg,50,137,583,395,179
06959.jpg,13,136,626,380,80
06960.jpg,45,142,591,337,194
06961.jpg,185,40,1648,1065,147
06962.jpg,4,73,480,238,92
06963.jpg,69,99,582,368,109
06964.jpg,7,56,286,174,108
06965.jpg,30,106,599,340,184
06966.jpg,66,49,959,706,85
06967.jpg,10,102,451,360,113
06968.jpg,57,69,467,328,131
06969.jpg,99,147,712,516,21
06970.jpg,95,22,499,216,96
06971.jpg,65,83,420,305,71
06972.jpg,7,103,456,280,52
06973.jpg,167,196,1274,824,138
06974.jpg,52,46,487,247,3
06975.jpg,95,87,961,702,154
06976.jpg,5,6,397,185,82
06977.jpg,83,131,536,368,149
06978.jpg,41,105,973,606,87
06979.jpg,92,190,481,357,101
06980.jpg,91,197,949,606,167
06981.jpg,67,27,181,81,174
06982.jpg,88,122,1200,772,142
06983.jpg,82,270,1113,740,173
06984.jpg,33,97,413,245,15
06985.jpg,54,515,1220,884,80
06986.jpg,74,71,610,399,100
06987.jpg,19,88,390,228,135
06988.jpg,18,41,263,132,174
06989.jpg,11,48,1008,491,170
06990.jpg,128,179,665,534,149
06991.jpg,53,274,894,641,13
06992.jpg,39,47,177,118,136
06993.jpg,58,210,899,685,89
06994.jpg,11,16,324,203,44
06995.jpg,187,205,545,369,103
06996.jpg,12,37,255,176,92
06997.jpg,187,113,604,443,37
06998.jpg,54,26,603,455,175
06999.jpg,3,78,450,257,80
07000.jpg,22,21,252,174,177
07001.jpg,22,38,480,274,118
07002.jpg,6,28,297,157,18
07003.jpg,213,18,617,280,186
07004.jpg,41,130,475,361,155
07005.jpg,3,108,1333,887,11
07006.jpg,66,49,551,397,188
07007.jpg,110,69,647,416,130
07008.jpg,75,85,1178,780,12
07009.jpg,6,19,399,280,155
07010.jpg,118,112,485,351,120
07011.jpg,46,107,493,270,143
07012.jpg,36,52,553,320,96
07013.jpg,168,288,1125,704,167
07014.jpg,38,32,243,167,118
07015.jpg,37,50,609,402,133
07016.jpg,34,61,501,361,141
07017.jpg,12,52,391,231,51
07018.jpg,295,292,1234,892,173
07019.jpg,17,87,615,397,69
07020.jpg,346,293,1027,764,89
07021.jpg,21,48,579,480,95
07022.jpg,11,64,891,512,28
07023.jpg,1,35,180,156,116
07024.jpg,55,16,767,500,160
07025.jpg,52,25,751,507,1
07026.jpg,158,67,1147,759,196
07027.jpg,17,42,258,145,38
07028.jpg,17,89,557,310,18
